,AB,BC,MB,NB,NL,NT,NS,NU,ON,PE,QC,SK,YT,MNW,MNE,MIW,MIN,MSW,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
AZ,1958.994390879215,1979.3297847110343,2198.6664859426296,4216.633061479093,5134.42884726494,3231.2388867956784,4309.020007964659,4494.382694232249,3042.075152149113,4345.800431581494,3528.789584657713,2120.802962064718,3457.5141389192922,2032.0346275214545,278.71580389752756,420.6348030383122,2015.5699252113293,2610.1201540158586,2343.164561554741,4061.2759660443953,0.0,1828.7037097596399,575.0853047812943,942.7822119156472,3519.749676171498,3318.5572695295273,2888.406895924658,2562.2675088120222,4681.725934269289,1184.173399972682,2340.9112878807455,2412.7766034012125,1860.8225708981115,1414.7824680204858,2427.5863324249535,2117.848873466696,3773.2036255159296,3226.6495147686946,3701.721251602352,2720.838613538482,2059.5021402075026,2049.0228282377825,1689.206385418444,1403.652129679867,1668.0246704859585,412.144229066756,3672.12160909623,3437.214693441409,531.5616501123712,3452.845292152882,2869.061148282204,1972.5175166026172,2683.4205494092034,1355.2522775346345,1617.7520595494825,3351.560671290103,3657.0234870831996,2988.1791190398208,1743.2564619962907,2032.2793083218683,1635.5528435489248,812.3688429216837,3544.70085151513,3291.4698680380006,1792.3109885748283,2788.499267081256,2355.4743080952517,1068.0850833497539
AR,2517.1395788203404,2988.111076026821,1727.9499127579043,2632.535758166673,3565.711909164952,3449.146749672339,2677.855341044738,3611.511668217766,1486.7737623939674,2759.7067541301267,1981.7998057863672,2245.556101580936,4188.5073890641925,1818.2358939497024,1929.0667919010373,1849.3030296089394,1826.2460131842429,1549.2466192999436,524.0003417970898,4931.024798560321,1828.7037097596399,0.0,2380.985470770044,1253.698078243254,1817.3598434210937,1582.7094913172768,1111.5438142487608,735.8197942045681,6504.029808046136,2277.6594515479223,889.9746078749707,778.3564429573987,768.3970403802836,559.1818245612665,702.408784573721,571.4159015062012,2135.913015017386,1481.1835588445117,2027.1676405280298,1164.0660909354203,1138.9933034607593,334.5249710180819,524.3637638709253,1838.339095887255,790.4697865193183,2076.332762442701,2019.1403171499167,1725.4973302322358,1311.774848875549,1740.3298997715638,1045.8746422133784,1398.982541272875,1005.251667718469,483.27326507535867,2830.0022262370694,1620.389841343977,1969.6316521766776,1163.6423921893493,1048.6722643315522,209.24534536179905,624.4238973549742,1846.9667440888757,1954.6663669267148,1490.983463889218,2870.7271201727353,1033.7134210198,994.707849839378,1308.2019206749662
CA,1915.6821925484803,1736.1167645759076,2461.8823968031106,4656.2092521874265,5554.983357624327,3171.1443256378584,4762.524239540219,4714.083479681761,3501.0951231002055,4783.848199367533,3971.6887310245997,2212.349502077185,3203.3080776002516,2508.5839385628415,644.3841930696619,829.960595307311,2489.3448179344664,3162.1223501247428,2900.8851104901223,3733.4093341802795,575.0853047812943,2380.985470770044,0.0,1337.609283575257,4008.3919057852604,3820.9254556473443,3456.242219378669,3116.7495266448523,4123.065024852482,1076.2049836392657,2809.7933343251125,2912.1552670420137,2314.9940967768025,1926.2492077562465,2944.6238018419467,2691.9079664670567,4237.271421197738,3733.440152154484,4178.662015267282,3191.69220566178,2451.9155891208597,2615.93769545576,2183.8355084444747,1543.8636113611615,2116.75844676759,366.66391572686615,4142.814164532078,3930.087418017029,1069.2197921786253,3945.7348814491775,3411.134275973228,2297.291418659078,3182.781716600161,1900.4667776448123,1327.9589167075444,3851.9400871000166,4138.761472382215,3544.2898857272844,2138.5272793991944,2580.1592305395498,2210.480440702126,932.8992843185854,3999.341479233421,3818.3121590776686,1543.1639868610291,3304.908308476336,2806.2667524160897,1419.9551635523612
CO,1438.817099206166,1780.7397936663401,1284.13435770775,3319.0242809813003,4222.4711308225305,2607.7163857882215,3425.0883981858383,3577.072213948588,2165.597436117144,3446.885884694337,2634.102292308559,1383.45070498006,3116.4281180117623,2326.6099669301257,1186.0952138420932,1238.0886241753162,2319.8636222764158,2543.438704997315,1762.402064862689,3820.4320139011684,942.7822119156475,1253.6980782432538,1337.609283575257,0.0,2685.469496343385,2511.7528152396308,2361.071316019252,1950.254388834459,5379.889119169175,1027.2811427715812,1481.3081827017677,1610.4451995529591,983.3195001786723,702.5686760682104,1670.4112642846094,1739.4339928290012,2901.878175089217,2430.2866796503367,2848.063340311545,1861.7701336272983,1125.5996537579701,1565.7208575356613,898.4419581207146,730.5828858788024,784.8483101390525,976.6253982832446,2809.6486628477464,2610.912848388305,537.2640978675274,2626.486310990504,2185.916681705938,1033.6811287654966,1876.7756386497797,811.320053383969,1582.362428351442,2540.3767066589285,2810.8057579968504,2369.6688391845246,809.03224956188,1414.054436884625,1412.7720017160966,598.3213320435324,2662.371637551469,2546.4141267819555,1643.669401791368,2021.7185950337043,1470.4268324829166,156.1687203750109
CT,3293.944865359358,3946.4956060065642,2095.095213494159,871.0478652743587,1774.2362432668212,3597.395137142252,874.7881625617749,2531.9085303776387,578.8312732550969,986.8005691153277,482.20006715236724,2803.2298294058423,4636.772413015626,3426.019428033032,3676.9495121236855,3627.4100535430607,3441.9447446389927,2722.7915488078115,1470.8637345348511,5386.230000641352,3519.749676171498,1817.3598434210933,4008.3919057852604,2685.469496343385,0.0,253.6697366671768,1422.9094891336767,1285.388861305091,8046.9111416651385,3511.1027574238688,1204.7322840842064,1108.4278040057434,1703.0679853666545,2106.234786372213,1122.9351188987296,1965.2609337589968,368.33417787615133,356.91946134112305,222.30669457770892,828.2602537594045,1682.9420097984519,1802.8976900309333,1831.2945907958026,2876.8425130898045,1901.035134636463,3656.6321666615213,249.432653391874,94.50466612045446,2989.736245238646,81.7636213933754,938.619617475898,1985.5691835724597,839.8241560084801,2209.6881935409524,3976.3602325937027,213.79323513583824,156.26036748757673,1105.6854204625765,1947.033573210287,1616.961902522084,2366.0498358269883,3229.498445243518,367.62361866061093,535.6833359319411,3911.778352712811,786.6020363835279,1233.3209963268203,2638.977953632885
DE,3220.020173959009,3858.257547038862,2036.3653949347338,1124.2199651132814,2026.1435404801525,3617.973403765908,1126.4111309623897,2711.019541299808,538.936146992556,1240.4640060750821,658.2755867960972,2747.2112963628088,4629.788105892524,3172.372328676527,3465.3940667669267,3408.6514428318033,3188.3250608811854,2475.8891339944485,1219.3639219843506,5385.79601683221,3318.5572695295273,1582.7094913172773,3820.925455647345,2511.7528152396308,253.66973666717672,0.0,1183.0561352855561,1031.8224500264605,7888.010699614157,3378.0506882463983,1045.1808615582934,908.852123308544,1537.628142942605,1904.0080687990192,899.5345882810076,1712.2141949529566,618.6815373721923,104.52880967102969,475.9735846215037,692.6056803376079,1566.9804000933352,1553.7413100803262,1637.2609174235588,2757.8811649372774,1732.5919869422733,3474.695594736507,497.313963319265,160.46860998618456,2787.167057940587,171.95482878761737,685.9980403163247,1888.8320892739412,638.1545129953366,1991.481044813646,3861.7268584906365,39.99977598938148,409.1462960546364,866.9085261893277,1806.776315046585,1379.1287296547273,2118.971001229264,3071.7449145777023,559.6693755615728,323.3277269937387,3811.3495803021947,549.0768563465186,1096.366253914092,2476.683710035362
FL,3525.661370532643,4054.369403499355,2530.726179505507,2279.4733740828606,3123.8040570721696,4277.286353585006,2243.580823089985,3829.861669457002,1491.9964178720977,2384.330743144015,1823.5349813000314,3170.014890147235,5143.859489985182,2114.7748707887636,2942.3230189700835,2827.877492175436,2134.685746421073,1309.1868785114173,601.4370541197147,5901.760932373151,2888.406895924658,1111.5438142487606,3456.2422193786697,2361.071316019252,1422.9094891336772,1183.0561352855564,0.0,458.5005550984408,7567.161888889876,3378.48003854909,1388.1190621839028,1124.1479211471692,1646.5804197575899,1659.4812359356267,956.2612521052124,811.6496133257771,1790.0193564678154,1095.314180790044,1636.0862625894774,1337.314580056867,1916.8752066461648,840.3730409598892,1529.2807243399575,2890.758191114455,1766.5563388229596,3171.179003650625,1672.3417314190262,1337.7294648324478,2395.237207778843,1345.8160387654516,548.1526457759153,2252.0747569398736,1075.3672934050069,1587.3175068184007,3926.3277667107154,1219.4212632544384,1566.3379239824785,317.23356911268996,1980.5356756273466,950.5028765069757,1323.1409313581669,2956.9342305034866,1736.3051958414342,894.5060830606615,3950.979033787249,889.4791493491452,1515.7040921062576,2403.196187607828
GA,3070.455611937982,3609.3832357329816,2076.38510800807,2153.9859159498137,3055.8095428830297,3826.0813817313656,2156.483130497032,3511.5774036156845,1181.9335897571852,2271.872893335808,1596.19131263458,2711.5359776427526,4685.379954219312,2140.7906115340297,2650.3099900621605,2557.218677129223,2156.5965985397183,1507.4009036469906,225.22794455477873,5443.27209057026,2562.2675088120222,735.8197942045681,3116.7495266448523,1950.254388834459,1285.388861305091,1031.822450026461,458.500555098441,0.0,7239.743613509794,2954.241934917545,945.6698199742659,686.3349657361742,1189.493489355694,1249.1628502800554,514.8848350875486,682.769695500253,1645.7405048908338,928.670678124118,1507.6624249978563,959.8675418679577,1460.4437251361246,564.6594701740285,1088.5458272029302,2445.023436824155,1315.9737966276318,2810.4052565789575,1523.5324423966379,1191.4596372907627,2047.5635385720325,1203.6255856450932,364.7013267114203,1794.0882886903082,700.5239842696344,1218.1129174012403,3496.569787025467,1071.7910132689462,1440.927644158794,428.048758250394,1523.867831959532,542.850614734444,1129.432290186376,2548.57166812972,1530.7995611465974,838.6597079836379,3511.5906137907123,567.7283429521044,1075.6923786598604,1978.850179267269
HI,5019.103583730044,4356.702747931229,6134.119773718072,8557.96209347174,9357.5190703793,5622.792029146043,8697.847990701897,7865.956030112514,7495.201133576655,8675.87240381957,7911.44621452397,5540.904243192153,4723.246416223442,6122.311159103211,4631.493498786492,4762.520281277607,6096.772109104631,7024.365816574533,7023.062004902492,4477.889249751397,4681.725934269289,6504.029808046138,4123.065024852483,5379.889119169175,8046.9111416651385,7888.010699614157,7567.161888889876,7239.743613509794,0.0,4561.018945373479,6846.558960974051,6990.331140359344,6350.757972453068,6033.509515345827,7043.811802543836,6779.213218555822,8216.869333916382,7809.08158872137,8188.95130539608,7218.779179157235,6382.5246496551645,6729.68071500467,6271.914773035275,5214.952177515733,6155.424430104705,4440.507955518139,8140.378159092636,7978.31196577779,5192.283211026587,7993.684782843763,7530.316600134356,6122.830989440119,7255.9142523020655,6023.262606620464,4174.509417158733,7915.117132806859,8160.301812573508,7667.109978098174,6101.892305667596,6702.820496530964,6275.53626790114,4818.083378640031,7965.405297600599,7921.603458553624,4310.2303972330665,7399.499524750361,6813.957580213615,5411.631949256947
ID,839.4816834613415,821.4206265781838,1606.439084445225,4000.8411313823626,4833.663903035784,2101.333626384314,4137.4526624499285,3727.8716887818514,2945.9054964313423,4120.897323703258,3350.5187685127767,1183.5059991521694,2280.9624139859593,3131.909912439177,1443.9136294229809,1604.4439678062224,3119.2541144824277,3515.9518779445434,2777.3968424531936,2917.395269808845,1184.1733999726819,2277.6594515479223,1076.2049836392655,1027.2811427715812,3511.1027574238688,3378.0506882463974,3378.48003854909,2954.241934917545,4561.018945373479,0.0,2336.1107125877525,2523.006928282755,1862.1367098137102,1720.6895941073883,2616.163929984087,2763.5615498631714,3658.6883654410703,3310.809429254483,3638.457090633493,2690.3296706977417,1830.4447246600712,2592.8625467727447,1871.5254213390574,656.219001350437,1683.3546864030295,832.0791002709994,3586.394627301462,3450.021623219345,1253.2215516200329,3464.9456744497406,3156.9521648733985,1561.996842152162,2770.5595297458417,1836.9080346087715,555.8241121254132,3400.6387553183163,3614.401878723183,3363.754688042186,1571.351807934329,2428.1195043700413,2402.6534333159516,476.27248008236523,3406.2950471018257,3468.871964036586,651.5289674970586,2945.0049545474862,2283.4148279969763,975.9051792376221
IL,2253.9289699889055,2859.8399266866095,1156.2388824163643,1882.9803484376775,2811.8006301893492,2891.4411521569323,1968.5460251614256,2728.758292289091,702.2251633095236,2012.6075026694261,1197.495758242447,1833.2060547243977,3794.6022283246866,2707.274021188818,2520.979553909651,2495.1979529588407,2715.68950762012,2325.9800063629277,930.1339492293961,4556.287936308469,2340.911287880745,889.9746078749707,2809.793334325112,1481.3081827017675,1204.7322840842064,1045.1808615582934,1388.1190621839023,945.6698199742656,6846.558960974051,2336.110712587752,0.0,264.6710481001234,498.35307495381437,952.0594018075967,432.4011825963431,1341.3693863902533,1432.709845003136,974.7987347924796,1368.869528399064,381.98115962776143,571.958187093212,1086.7556710857864,664.9567606262625,1728.5914114152436,696.5219038909819,2454.7564702681743,1334.212186966273,1132.4534127000531,1818.0751570124614,1147.9200381038577,944.8927363532031,916.8386834386198,443.5878842719915,1115.0310027496016,2831.351035326337,1070.232856066217,1329.8915994536153,1215.7899704241565,765.9712399215746,776.0208804328037,1514.002429671555,2028.6317215685324,1205.0517009905743,1146.7746462039013,2796.491050785924,643.2070896438577,131.10499631331706,1435.53000232247
IN,2494.770101063496,3085.481163593843,1418.7632530927078,1872.5758818146794,2807.8649783845945,3156.1111545562057,1934.099131404803,2909.5994065166547,709.390158827412,2001.3085971166722,1208.0030931551175,2088.047167271762,4054.031428812427,2563.7559571240163,2568.9784460479423,2523.544099787185,2574.277780294384,2110.343151080179,695.6920355398238,4815.3793222563345,2412.776603401212,778.3564429573987,2912.1552670420137,1610.4451995529591,1108.4278040057434,908.852123308544,1124.1479211471694,686.3349657361746,6990.331140359344,2523.0069282827544,264.67104810012296,0.0,660.9233048357111,998.2859127124714,171.60257467822427,1146.132315943403,1389.6995422262985,822.1904872723418,1299.5440086563433,386.5532591769302,822.459325337447,904.4780666562308,728.4092614207186,1938.559824807688,844.6936526695577,2567.1611741253546,1279.1387774944026,1024.5863039521867,1882.0822504975974,1040.2032189556382,688.8914419961445,1167.4344659198991,271.0147333296878,1109.1909972705175,3034.4676468201255,940.4224649695659,1250.0814752762878,954.4739242399751,972.3613035646184,617.4916538525985,1392.4555799664715,2183.719333600715,1189.4791947072626,946.7291076145423,3012.8517070020066,422.03847413618337,391.62076188700973,1587.2452466129737
IA,1882.154983197956,2442.827705135082,962.2839944311653,2355.980442980125,3274.9781880577793,2700.503986277904,2452.270847703566,2950.1057517832464,1187.0289053046638,2485.0660840095134,1668.179746140847,1532.8739381848065,3503.8124147958656,2508.0199816373006,2055.9869398491674,2046.9663946792932,2511.8968167782446,2317.2644950544695,1077.797487491247,4258.9614462299,1860.822570898112,768.3970403802833,2314.994096776802,983.3195001786721,1703.0679853666545,1537.6281429426047,1646.5804197575894,1189.4934893556942,6350.757972453068,1862.1367098137102,498.35307495381437,660.9233048357111,0.0,538.4904448837614,765.7047899381635,1330.244765561344,1922.694727219155,1461.663869240315,1865.0924004633835,878.4747319070648,377.20429147780686,1074.97429913842,288.7174151810765,1285.57954749691,198.57188044052043,1958.058275172091,1827.9251783142145,1630.131259448351,1347.85196874271,1645.640638256961,1317.4069825477195,640.0173024994722,912.5527300179089,759.8249693485137,2375.591505532929,1564.3712196904742,1827.4863064593992,1554.321586728994,334.6138043640464,779.3633871090262,1322.4146729718325,1534.2355125220067,1687.6972820613832,1606.9347793892127,2361.256506642721,1082.959787301407,494.9569014790881,939.1454967618514
KS,1983.1367332591194,2431.3764905316525,1354.6755840286264,2833.6115329662352,3763.7430297626347,2993.749569114128,2912.835557740115,3477.018587486033,1651.3472878619289,2963.2623280134285,2149.338430869625,1762.0782824097935,3666.298488713221,2030.2749550401174,1575.355038957857,1543.3437905944488,2031.274937701157,1997.5766970073525,1059.9778542770223,4399.891965591398,1414.7824680204858,559.1818245612664,1926.2492077562465,702.5686760682105,2106.234786372213,1904.0080687990192,1659.4812359356267,1249.1628502800554,6033.509515345826,1720.6895941073888,952.0594018075967,998.2859127124715,538.4904448837613,0.0,1018.5493934173471,1090.1157553732287,2371.694067235903,1812.953336362591,2292.420373039753,1322.2588057887326,877.6461674030687,885.1210198321508,287.25970982042935,1289.9600560821227,413.86097427548697,1593.4918585224468,2266.5192341069555,2022.8717201232737,883.8146713228995,2038.4891017378698,1501.533672777792,1021.2526205990351,1268.7202464630766,246.7929008475265,2271.771004865353,1936.8347050320983,2245.6266290850203,1671.3278205128847,652.7074057762256,711.4859949329726,898.6162054135541,1300.3749006896162,2152.7933423074646,1892.6811014022162,2311.868333627035,1379.2138309523004,994.6978490483637,749.0901964928088
KY,2630.3992838460026,3207.000221227517,1578.9169675080038,1930.4039689325305,2863.3067573444937,3321.536735636137,1976.4444450246558,3060.098773270927,804.111077213171,2057.396575802814,1287.6192330132938,2237.789591832599,4207.900500320857,2442.7122499660595,2567.1207562313334,2509.161321894295,2454.409935728909,1951.9581765843302,533.5859052348067,4968.5551425769,2427.586332424953,702.408784573721,2944.6238018419467,1670.4112642846094,1122.9351188987293,899.5345882810076,956.2612521052124,514.8848350875484,7043.811802543838,2616.163929984087,432.401182596343,171.6025746782247,765.7047899381633,1018.5493934173471,0.0,1003.0264246557291,1433.7920356978052,802.9709811025049,1328.1626148297357,508.043759772329,973.2374899485729,773.4605323531764,772.8037010326748,2051.2837803231137,933.1447690118815,2608.109144890968,1317.6377124964654,1033.195229344685,1896.1826476116482,1048.4174420618874,552.707879610065,1315.7712801843861,304.7532239321844,1092.0194091340106,3138.1610962398813,935.1228543950715,1272.6236011626152,803.6549455610732,1092.0815817019356,515.4904001384097,1292.9799997845616,2256.0673909825073,1254.533296711572,877.7945264327611,3126.959114389828,361.0428528505185,561.4764423392795,1662.3895179138674
LA,3071.646329939713,3510.530425798466,2292.5045228671042,2830.5943606020546,3737.752506676764,4020.1922514424778,2838.1502563842364,4055.3962055558786,1791.4129481114096,2950.2608986881805,2245.3902898311703,2815.7165575956988,4750.500263560563,1466.7877101819836,2147.856546668496,2024.7645900539542,1481.3315025233312,996.1402970670647,502.5702849720153,5488.26635880893,2117.8488734666957,571.4159015062016,2691.9079664670567,1739.4339928290008,1965.2609337589963,1712.2141949529562,811.6496133257771,682.7696955002529,6779.213218555822,2763.5615498631714,1341.3693863902538,1146.132315943403,1330.2447655613444,1090.115755373229,1003.0264246557294,0.0,2321.7640982540156,1608.3694108333912,2187.2232336209318,1510.9488592886516,1691.2670679687833,260.67875239207973,1095.7786671691506,2379.661740535201,1361.8569167956105,2433.6220296024517,2199.6718579017,1870.974598680351,1656.128984729093,1883.5560527156038,1044.6339875218707,1966.6642813144335,1283.725168513047,928.2214820393626,3319.3853499302318,1752.213807493208,2121.2444959565473,1013.2378652352685,1619.8376039205918,576.5649544745429,512.2802902874987,2308.234765429666,2190.66201696896,1515.7526427062066,3381.238858499635,1212.7620495741337,1464.5925808832676,1820.0636813586163
ME,3355.8892076389457,4023.5409835369214,2155.0820720114752,508.8359062982289,1431.5552323871013,3518.699014471694,544.4961435010432,2239.304860426096,736.2996281400743,630.3204580712005,335.5929442867762,2845.3587808128796,4589.723435244648,3786.0040313757713,3946.9146853793372,3909.8692987939266,3801.4496777173295,3091.106493397995,1823.1994592201006,5325.549536110253,3773.2036255159296,2135.9130150173864,4237.271421197738,2901.8781750892176,368.33417787615144,618.6815373721922,1790.0193564678157,1645.7405048908338,8216.869333916382,3658.6883654410703,1432.709845003136,1389.6995422262985,1922.694727219155,2371.6940672359037,1433.7920356978052,2321.7640982540156,0.0,718.91282090951,158.65670166413753,1052.4374221615783,1835.2862292713203,2148.502529643522,2088.4520802562643,3009.822504935306,2120.638571417738,3878.4506386956323,122.21109243589548,458.45393137523945,3248.323412883039,448.1950516382037,1304.6242015539185,2102.3935774267484,1134.5061069288633,2498.6987591103757,4092.6447257835202,579.5068327549247,226.8767778922999,1472.8141847156487,2126.0231691529652,1942.2977741864777,2705.4343396688014,3416.7762701610372,253.73262963698994,898.624494917308,4007.2503772857785,1122.7928972241498,1431.4574030695744,2838.801689670238
MD,3176.065708575167,3807.77056182581,2001.701114167175,1225.9750022975177,2130.389347944678,3611.628367170152,1230.6785396061973,2773.7866769022394,537.1321985788062,1343.2132353136976,732.1861474064784,2711.3825084395016,4610.865828883023,3069.4363007628276,3370.033201010613,3311.066097967716,3085.2668888114476,2381.1792137329794,1114.9374125432946,5368.8519305218415,3226.6495147686946,1481.1835588445117,3733.440152154484,2430.2866796503367,356.91946134112305,104.5288096710298,1095.3141807900438,928.670678124118,7809.08158872137,3310.809429254483,974.7987347924799,822.190487272342,1461.663869240315,1812.9533363625915,802.970981102505,1608.3694108333907,718.9128209095101,0.0,579.0729867900293,639.17103606908,1511.1377126802515,1449.2293880654263,1549.7463213338124,2696.9774879753063,1654.7400296168032,3389.34108835758,596.9736352057483,262.802588219071,2695.1057032895774,275.19108182926266,586.6743625426075,1839.2743725963624,553.5396319741795,1894.7791793512345,3801.0071916633033,144.34101862996496,512.8891768297977,781.3356629425105,1739.9034215211507,1276.836731052023,2014.6088944589344,2995.5345915442076,641.1175301148369,276.2466698599716,3756.1654184141144,448.4274205527859,1035.310840457211,2399.5574602195775
MA,3373.2665983574325,4035.286250311545,2170.378576893336,649.6477867533591,1553.7176161112652,3593.9643480203936,655.2750450815898,2386.6530061387953,693.7885274555387,764.5253455894016,404.28152933801044,2870.2447577895814,4653.729049738984,3648.322376164762,3866.856791297058,3823.0204674236547,3664.235647120945,2939.742284695693,1691.9489185846335,5395.51487274235,3701.721251602352,2027.1676405280298,4178.662015267282,2848.0633403115444,222.30669457770867,475.97358462150373,1636.0862625894774,1507.662424997856,8188.95130539608,3638.4570906334934,1368.869528399064,1299.5440086563433,1865.0924004633837,2292.4203730397526,1328.1626148297355,2187.223233620932,158.6567016641378,579.0729867900297,0.0,987.0322893539395,1808.5925442666028,2022.3865504075757,2012.8598591305447,2995.2797668381018,2063.662706730971,3823.0864229294925,77.70514418142376,316.2933444125461,3173.7310212669413,304.05650900590393,1160.2805007960872,2092.719502987158,1036.1058209147488,2407.115839086689,4087.1216130503103,436.07722576965097,69.74903629565027,1319.091183899991,2088.261916812971,1829.2628981104242,2583.8867871714237,3377.698683260447,292.7811578601952,742.893127457871,4010.89700245718,1001.621029058347,1381.5503423045657,2792.8977037061295
MI,2537.782674419109,3168.8474279345264,1373.4241893026337,1513.1994907445298,2446.3526474244873,3038.0063075078447,1591.1349943287828,2560.512749987689,332.5867972749281,1642.7670585549924,834.8696973472547,2079.6973265692272,4002.8547869525614,2945.6841834596303,2896.2066148261815,2864.379407610729,2956.7197157107635,2447.7858947012155,1031.909909983099,4763.663743400806,2720.838613538482,1164.0660909354203,3191.69220566178,1861.7701336272983,828.2602537594045,692.6056803376079,1337.3145800568668,959.8675418679576,7218.779179157235,2690.3296706977417,381.9811596277614,386.5532591769301,878.4747319070648,1322.2588057887326,508.043759772329,1510.9488592886519,1052.4374221615783,639.1710360690801,987.0322893539395,0.0,874.4497225794186,1279.5055878504413,1037.289934935236,2065.8007777874473,1077.019401187229,2836.1790937844885,952.4473804763958,761.1047552668442,2196.0590101646067,776.2711021043693,811.5017231179254,1200.1050879374225,263.15402640672136,1465.084914884732,3169.421391580633,712.2553925562795,949.0912271929851,1094.0273537212315,1121.3006326292846,1002.5255131030801,1778.8860484133868,2401.2383202918695,830.7982723082578,858.8863980157873,3119.283146787982,458.05122174197413,407.1234423433856,1811.2685581828086
MN,1683.068533779,2298.7000046153225,619.7133639840489,2214.9017464090743,3103.2833445889873,2372.6549972484313,2334.815830406768,2600.723494438308,1115.5191350076598,2340.6579135806683,1540.5614639784885,1265.7582122007987,3234.669884604217,2881.1130844324553,2282.8726219994214,2299.5890702175,2884.4238353491055,2683.938488393387,1387.7285662828035,3995.348165573879,2059.5021402075026,1138.9933034607593,2451.9155891208597,1125.59965375797,1682.9420097984519,1566.980400093335,1916.8752066461648,1460.4437251361246,6382.5246496551645,1830.4447246600712,571.9581870932122,822.4593253374474,377.20429147780703,877.6461674030686,973.2374899485736,1691.2670679687833,1835.2862292713198,1511.1377126802515,1808.5925442666032,874.4497225794188,0.0,1432.4375837300684,661.763630266846,1194.443194479593,466.80014709937126,2086.062717259716,1758.1297757147893,1625.6378197094002,1580.969814003551,1640.2333132390652,1511.191195325001,345.37427205523113,1010.1856821195545,1115.2322216193331,2296.5576600944064,1585.7561018427996,1783.9583286400295,1775.0363825872569,316.78764694623567,1124.9538653717393,1699.0980635870062,1587.9378302976813,1585.447069012416,1707.800003715697,2245.1636215151048,1214.616481627357,479.6381974980924,1032.0660767600668
MS,2851.6127892201034,3316.4919418980503,2036.9415845280444,2655.878941405677,3575.9997971239873,3770.950766924314,2677.392868110098,3808.602862034821,1574.5259451659147,2778.819480766096,2044.829657294162,2575.560861015149,4522.508466879166,1670.168985860758,2112.9519824583085,2008.9450031001077,1682.3553534857126,1256.8160766212516,344.1726234428589,5265.504866727967,2049.0228282377825,334.52497101808166,2615.9376954557606,1565.7208575356615,1802.8976900309333,1553.7413100803262,840.3730409598892,564.6594701740285,6729.68071500467,2592.8625467727447,1086.7556710857866,904.4780666562307,1074.97429913842,885.121019832151,773.4605323531767,260.67875239207956,2148.502529643521,1449.229388065426,2022.3865504075757,1279.5055878504415,1432.437583730068,0.0,852.6600390403513,2170.7726252683574,1118.4169458177034,2332.9304990892397,2027.4163392935855,1708.4876778424975,1555.7045585536216,1722.0579655481354,923.8641324290668,1713.5622570029802,1067.438074253713,763.9076876044475,3147.3145723992884,1593.4053844280081,1958.9905529824803,963.4292109312731,1372.7985315466956,316.35364453788867,569.2546774761164,2151.0464360128312,1998.8810372762503,1396.2952697061694,3195.411397889407,1026.4408863877875,1208.0598710153845,1630.8603097730602
MO,2015.6283063472408,2525.1069162528524,1215.7110839713657,2547.19303142001,3476.747662910001,2925.301196420958,2628.4051263234264,3236.314215154371,1365.1723078089299,2676.842669736691,1862.394041277266,1722.906153723754,3674.6265374704576,2220.044987974301,1858.9261801895645,1830.2503359211346,2223.7090222377506,2065.268523607221,932.5769845093552,4421.777196828843,1689.206385418444,524.3637638709251,2183.8355084444747,898.4419581207144,1831.2945907958024,1637.2609174235588,1529.2807243399575,1088.5458272029305,6271.914773035275,1871.5254213390574,664.9567606262625,728.4092614207186,288.717415181076,287.2597098204294,772.8037010326748,1095.7786671691501,2088.4520802562643,1549.746321333812,2012.8598591305445,1037.2899349352363,661.7636302668457,852.660039040351,0.0,1361.9169228249352,266.19074571606563,1840.5855701319567,1984.8301232292877,1750.0540374528618,1160.9633697607246,1765.7052084200734,1291.852649615588,882.5058264609783,999.2487443669847,479.4754111402038,2409.4987473452215,1668.667846397348,1967.8171162526257,1492.350068870921,525.1188419861909,594.8766093801803,1038.7504153133857,1488.8504380908055,1867.163383250558,1650.194763403153,2423.5598917072425,1127.7989901956469,709.4609944977173,901.3733952662377
MT,712.5079374020376,1164.3598272583915,961.1685826239046,3345.0283783311006,4179.381517135578,1895.217321395668,3482.9018582367603,3170.3207535557694,2305.53652112121,3464.8251881469064,2698.082258688045,718.1653830124247,2398.8559161163835,3054.4411557870662,1681.6867422291853,1793.1556484271184,3047.047509626852,3246.8945238662454,2294.2617389889033,3118.456577453452,1403.6521296798664,1838.3390958872556,1543.8636113611617,730.5828858788028,2876.842513089805,2757.881164937277,2890.7581911144543,2445.0234368241545,5214.952177515733,656.219001350437,1728.5914114152436,1938.559824807688,1285.5795474969102,1289.960056082123,2051.283780323113,2379.6617405352013,3009.822504935306,2696.9774879753063,2995.2797668381018,2065.8007777874473,1194.4431944795933,2170.7726252683574,1361.9169228249355,0.0,1131.3731078128567,1205.248768229946,2940.9686400316505,2820.0645446131484,1198.7136704506731,2834.6725497903703,2602.5860960090336,908.5905286828836,2170.571524379506,1471.7680806002943,1104.0621313965516,2778.0495479839096,2974.095983191868,2832.4700482644344,966.8667094520994,1952.1735816788173,2115.685543701656,621.9587769714856,2756.7385146046245,2873.963141992481,1075.678971401496,2357.9658774757736,1662.1215159945302,595.7405178071241
