,AB,BC,MB,NB,NL,NT,NS,NU,ON,PE,QC,SK,YT,MNW,MNE,MIW,MIN,MSW,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
AK,3.5391895990055144,3.1265908768418322,4.809447175980705,7.3716560523001,7.950090255541164,2.759163242202574,7.609573081043478,5.432981397834079,6.66840060236871,7.462668478612285,6.8607635014538575,3.945559788592793,1.4090228750056144,8.215050207834228,5.948089247729049,6.178921935916174,8.19871694701214,8.617125104967743,7.294980161673144,0.42821891169049636,5.656005439352252,6.775570144408444,5.233966460652048,5.34598445609228,7.361522845642525,7.360964209704059,8.02512849126561,7.434948998342622,6.192281557995252,4.183570632402423,6.293198511385303,6.626708095125975,5.910471646196769,6.091881300850699,6.823880239183775,7.492866862404743,7.283413276723743,7.33915331409453,7.373474589303012,6.560138374508225,5.571141354769045,7.206122120870487,6.120052574601721,4.442382297535903,5.786178837964679,5.1399622046701605,7.2766987703294115,7.343968939449629,5.786423019092176,7.357091648010008,7.509456726553509,5.131300918992652,6.823739861574415,6.336781651236887,3.574938081753164,7.36399515972552,7.393060670137314,7.855093493125112,5.484666086677016,6.882130437640153,7.159841922160107,4.782227530287661,6.997249121984656,7.659076010999896,3.3566359330767654,7.098711628439621,6.147141022708153,5.197581262367639
AZ,2.949890566123288,2.9760668463853324,3.2584031026031326,5.855985380947114,7.037397450501496,4.587558799272655,5.97490840863771,6.213512375002676,4.344062018513213,6.022253185174296,4.970574270908914,3.1581750253858933,4.878826549724796,3.0439099748726597,0.786989587912498,0.9696716410235187,3.0227161555807713,3.788037621580493,3.444405014138781,5.656005439352252,0.42821891169049636,2.7821768049478326,1.1684845901935268,1.6417941986642093,4.958937851175152,4.699957431793515,4.146255997367125,3.7264403757884894,6.454665764849277,1.952519599097891,3.441504538068074,3.53401155591793,2.823521089588278,2.24936595703479,3.5530750479130435,3.1543724410002527,5.285190770908654,4.581651232918216,5.193176686065597,3.9305574788606146,3.079266915393094,3.0657776557632377,2.6026119984847904,2.235038678289909,2.5753463103408074,0.9587423398404107,5.15507520918718,4.8526965431762275,1.112459740512009,4.872816681292011,4.121353616997423,2.967297906835851,3.8823919138554985,2.1727370526182836,2.510634017858978,4.742440321538876,5.135640489775687,4.274685556992527,2.6721867490102915,3.044224934752923,2.533547678381471,1.4739225102702642,4.991055692809493,4.6650897808949505,2.73533108968357,4.0176521397507035,3.460250459673991,1.8030875135330753
AR,3.668350458628401,4.2745979701479895,2.6524837363210643,3.8168916059855866,5.018101706188546,4.8680558153194875,3.8752282240312583,5.077056420260748,2.3420351383416644,3.980589622314823,2.97924632569396,3.3187607101556984,5.819781239056393,2.7687023434921794,2.9113669346213973,2.8086928180647766,2.779013190075718,2.422451924201134,1.1027266157323536,6.775570144408444,2.7821768049478326,0.42821891169049636,3.4930891324584366,2.0420136840706284,2.7675746670699657,2.465526256743837,1.8590287915458539,1.3753864617637082,8.80038561257368,3.360085028388051,1.5738187930847582,1.4301408101855206,1.417320792276983,1.1480131914675316,1.3323788879164573,1.1637612330105935,3.17762510263222,2.334839274025358,3.03764505487036,1.9266369158792696,1.8943625317529862,0.8588286883410818,1.1031944226574029,2.7945797399386865,1.4457334403853395,3.1009317569130936,3.027312062638326,2.6493267043949236,2.116771706332614,2.668419597332172,1.774497620623321,2.2290278551968963,1.7222066065298174,1.0503015983789317,4.0710758943901055,2.5140294433960415,2.9635831424877197,1.92609151915789,1.7780987970371274,0.6975652960790883,1.2319945884568797,2.805685486854419,2.9443194142243656,2.347453982307538,4.123498102001053,1.7588433610144558,1.7086343131128503,2.1121725345286104
CA,2.894137908877156,2.6629963334123548,3.5972218886613656,6.4218199873316975,7.578746824881873,4.510203421348759,6.558671573684936,6.496317290475663,4.934925195536624,6.586120363383955,5.5406862775413614,3.2760162586664174,4.551605490696887,3.6573374023259904,1.2576880320686474,1.4965670995295153,3.632572275192057,4.498590085432979,4.162318299594309,5.233966460652048,1.1684845901935268,3.4930891324584366,0.42821891169049636,2.1500265037908703,5.587931617217966,5.346619627928524,4.877189299783069,4.440184934615027,5.735542021425109,1.81353967332088,4.045062450891165,4.1768255562001695,3.408143214281946,2.9077400625359138,4.218619950429757,3.8933171513721474,5.882551647261504,5.234006130399118,5.807108002141293,4.536653219702574,3.584392338697093,3.7955261215046323,3.239312258985228,2.4155227677941467,3.152968813653909,0.9001988251076045,5.760963659159928,5.487135919109097,1.8045481420591811,5.507277765958854,4.819125109908483,3.3853558383584352,4.525183392224541,2.874552206819176,2.137604285177847,5.386542517637148,5.755746921957395,4.9905266863034115,3.1809902559065186,3.749471093864745,3.2736103512723864,1.6290726214609499,5.5762816583398,5.343255720448718,2.4146221918257087,4.682388112370991,4.0405229373129625,2.2560243935063142
CO,2.280303997729473,2.72043632819548,2.081192103135712,4.700558581825243,5.86350030495532,3.784943424766209,4.837087241198833,5.032725004086686,3.215835708856524,4.8651455675127195,3.8189080919743605,2.209034846792567,4.43977120855061,3.4230954829783666,1.9549934109587892,2.021920763923663,3.4144114019194824,3.702203419783162,2.6968314974996206,5.34598445609228,1.6417941986642097,2.0420136840706284,2.1500265037908703,0.42821891169049636,3.885029374906647,3.6614164678554566,3.467455082769034,2.938640194239347,7.353360687982986,1.7505635549019543,2.334999693294434,2.501228425978813,1.6939749150748182,1.3325847046616792,2.5784183997560315,2.6672663611858165,4.163596599758015,3.5565510093997528,4.0943246589711215,2.824740818489041,1.8771218561481073,2.443658018399667,1.5847182000469517,1.3686453688114104,1.4384973208179843,1.6853580823364616,4.044876225772105,3.789057999657599,1.119800088668191,3.8091045905963865,3.241991202654403,1.758801793533347,2.844056318753775,1.4725724794273816,2.46507950771417,3.698261931001071,4.046365670587548,3.4785220519064324,1.4696275551969067,2.248428815260729,2.2467780293124986,1.1983946458739394,3.855297173495124,3.706033464835482,2.543995536194038,3.0306308930990298,2.3209929189327587,0.6292435993119663
CT,4.6682756657648214,5.508256991607547,3.125083301810019,1.5494557675707912,2.7120647786024863,5.058885231799067,1.5542703814832874,3.6873614607431215,1.1733065042136825,1.6984558430986858,1.0489201483887718,4.036613726185411,6.396800351431004,4.838285688517534,5.161289819229642,5.097521260697608,4.858785195642255,3.933071351046537,2.3215553113138987,7.361522845642524,4.958937851175152,2.767574667069965,5.587931617217966,3.885029374906647,0.42821891169049636,0.7547495988222548,2.2598272829433923,2.08280693479451,10.786425053653623,4.947807298680669,1.9789835622170158,1.8550177771492211,2.6204550325624947,3.139422467506389,1.8736919933276326,2.957957033094713,0.9023488326507267,0.8876554944442567,0.7143782253247029,1.4943783729542004,2.5945483212699902,2.748958584024593,2.7855118585341607,4.131370004568252,2.8752838116272947,5.135136771327211,0.7492955082732731,0.5498679265509367,4.276689932817304,0.5334673020847708,1.6364359922004819,2.984098372827067,1.5092637471297938,3.272590548857975,5.546699563309453,0.7034194653324941,0.6293615700050136,1.8514877053539247,2.9344942714631297,2.5096169059224565,3.4738635708885766,4.585318454864976,0.9014341812147826,1.1177652882706333,5.463567984860911,1.4407547656483106,2.015783741755345,3.8251841778148363
DE,4.573117762437039,5.394674526452472,3.0494846582300257,1.8753458828408571,3.036326805020305,5.085374144622826,1.8781664120049952,3.9179180980372834,1.1219523964558165,2.024978421073158,1.2755694175200858,3.964505124162245,6.387809958512995,4.511784140756934,4.88896981036141,4.815929138554728,4.532318937997058,3.6152517474046744,1.9978178104019524,7.360964209704059,4.699957431793515,2.465526256743838,5.346619627928525,3.6614164678554566,0.7547495988222546,0.42821891169049636,1.951081425152554,1.7564092509549987,10.581884018486612,4.776539002573973,1.7736045670135367,1.5981184520304863,2.4074963007269656,2.879110654543801,1.586124663749358,2.6322282860065376,1.224602864179593,0.5627712808275696,1.040905248204268,1.3197600615467902,2.4452793363472964,2.4282376142414432,2.535746358221186,3.9782396735137033,2.6584591423472363,4.900942993915692,1.0683751727265398,0.634778535910136,4.0159372833716125,0.6495639138076126,1.311254524919456,2.859575714793685,1.2496690159179373,2.991708283802947,5.399140319917257,0.47970772746541795,0.9548833177146978,1.5441274960415787,2.7539512572071607,2.2034714808534956,3.1558168748305353,4.382253755691363,1.1486407805730883,0.8444152867533004,5.334293296859547,1.1350057974521572,1.8394918169339969,3.616274547617371
FL,4.966547547338437,5.647115121401122,3.6858395060638585,3.3624199595450706,4.449265720908609,5.93405997277015,3.316218077158161,5.358122569012317,2.3487578846350616,3.497395259398399,2.775523475001234,4.508749580809207,7.049536834126809,3.15041549990094,4.215658319208148,4.068340878056534,3.1760453286185184,2.1134403994436677,1.2024052893342678,8.02512849126561,4.146255997367125,1.8590287915458537,4.87718929978307,3.467455082769034,2.2598272829433927,1.9510814251525541,0.42821891169049636,1.0184134822908395,10.168878572871849,4.777091674135034,2.2150440850469013,1.8752531458590342,2.5477426788735387,2.564348965561579,1.659144791260716,1.4729966980813824,2.732381237579068,1.8381375593681486,2.534234310094537,2.149647153287242,2.8956735895546895,1.5099702869902227,2.3967512730862612,4.149282649438677,2.7021789936124914,4.510248059844016,2.5809033503385024,2.150181204422512,3.5114343617295583,2.1605904656043062,1.1338161280945174,3.327151703269401,1.8124613753284198,2.471457821492808,5.482296392169244,1.9978916216676115,2.444452323363012,0.8365707185106208,2.9776191024592444,1.6517324512411338,2.1314024414443664,4.234466274009983,2.6632388873386446,1.579651833026947,5.51402818360375,1.57318102519408,2.379275057316693,3.5216793802586546
GA,4.380594129744651,5.074316643214809,3.1009991375697408,3.200889039582147,4.361741305378899,5.35325647830388,3.2041035230784125,4.948418276360522,1.949636453562598,3.3526364109299553,2.4828804292847364,3.918582869153212,6.459369320191551,3.183903679505664,3.8397710879069464,3.7199413802825334,3.2042495822750383,2.3685869639374415,0.7181385389310033,7.434948998342622,3.7264403757884894,1.3753864617637082,4.440184934615027,2.938640194239347,2.08280693479451,1.7564092509549993,1.0184134822908397,0.42821891169049636,9.747416731013963,4.231000676815815,1.6455112074644553,1.3116882246201025,1.9593677650031385,2.0361758134496433,1.0909928838787746,1.3070989103595951,2.546661517272721,1.623629442844414,2.368923601439099,1.6637869069884208,2.3081423875903657,1.1550641681007676,1.8294251478026702,3.57552057001539,2.122176707783445,4.0458501341073205,2.3893519258979055,1.9618986448971125,3.0638992178244355,1.9775589894377827,0.8976725263532064,2.737618879451367,1.3299527209385373,1.9962074827708565,4.929100058027513,1.8078578888205448,2.2830207494502677,0.9792150888213196,2.3897836486010844,1.1269912073849688,1.88205533155174,3.7088107116133466,2.3987063617485083,1.5077648374897374,4.948435280862461,1.1590145058513832,1.812879834041857,2.9754494850194777
HI,6.888947587934295,6.036286947718378,8.324227205689882,11.44426394545526,12.473475756453285,7.666032018600224,11.624328933666824,10.55349463912488,10.076248702286318,11.596041351635607,10.61205086017348,7.560623800156318,6.508112075318388,8.309026831002207,6.390005187320393,6.558666478500041,8.276152260884803,9.470176485684789,9.468498183311178,6.192281557995252,6.454665764849277,8.800385612573681,5.73554202142511,7.353360687982986,10.786425053653623,10.581884018486612,10.168878572871849,9.747416731013963,0.42821891169049636,6.299288396844723,9.24129859311955,9.426366110994987,8.603089875006784,8.194718903949116,9.495207895595708,9.154609294521526,11.005199930107583,10.480284288250227,10.969263073169623,9.7204307324301,8.643980818762929,9.09084968869541,8.50160073239244,7.141049303901047,8.35165114746722,6.14416332421526,10.906738378474076,10.698122300895388,7.111869184500446,10.717910615361488,10.121450300138264,8.30969597096085,9.76823202362858,8.181528800190469,5.801762663231018,10.616776167516267,10.932384655191033,10.2975345121868,8.282743119234405,9.05627447404836,8.50626242054859,6.630188831143649,10.681508481352502,10.62512554506078,5.976466455114608,9.953058949735485,9.19933319590263,7.394220935075316
ID,1.5088229070137824,1.485574216051009,2.496071644030584,5.5782120519811,6.650244512218028,3.1331135590823185,5.754062185685227,5.226838250638517,4.220269783084085,5.7327516966703636,4.741099155524061,1.9516605023393359,3.3643366928105896,4.459699801684481,2.2868643921050453,2.4935034748212774,4.443408909214166,4.954049220466072,4.003360792307133,4.183570632402423,1.9525195990978907,3.360085028388051,1.8135396733208795,1.7505635549019543,4.947807298680669,4.776539002573971,4.777091674135034,4.231000676815815,6.299288396844723,0.42821891169049636,3.435325105039745,3.6759030728139788,2.8252126854748623,2.6431380537461697,3.7958173368342893,3.985551621787055,5.137783567153891,4.6899841979263766,5.111741311773868,3.891285525491888,2.7844178873852314,3.765823153172157,2.8372980941086707,1.2729221239661146,2.595079529986593,1.4992940975962687,5.044725071882846,4.869181976698494,2.0414002858475637,4.888392627393671,4.491934880263846,2.438864363003325,3.9945596146585913,2.7927376383591667,1.143691051336529,4.805614986011637,5.080776779002349,4.7581367964959105,2.450906333185022,3.553761361558007,3.5209807319524016,1.041289994691957,4.812895920927064,4.893446655727973,1.2668849829301536,4.219110580713357,3.367493507820019,1.6844309965005935
IL,3.329538497488309,4.109483806024448,1.9165615170176218,2.8520431924625362,4.047646297535378,4.150161775744458,2.9621856934269193,3.9407519079567903,1.33214252555665,3.0189028435125236,1.96966850640231,2.787972347665549,5.312735643113771,3.9130967611621164,3.673293380558921,3.6401065921606257,3.9239294075907534,3.4222845803473487,1.6255130058020772,6.293198511385303,3.4415045380680738,1.5738187930847582,4.045062450891164,2.3349996932944337,1.9789835622170158,1.7736045670135367,2.2150440850469004,1.645511207464455,9.24129859311955,3.4353251050397446,0.42821891169049636,0.7689107905700259,1.069712745905327,1.6537360535731558,0.9848176495802188,2.1548666119251636,2.2724425715396386,1.6830067506694106,2.190265553810531,0.9199156042616203,1.1644592779870058,1.8271208094346645,1.2841696088959809,2.6533094911002,1.3248011326049534,3.5880491993272967,2.145653667265085,1.8859442038439622,2.7684954384697105,1.9058532709919287,1.644510923977437,1.6083989726844512,0.9992174807657577,1.8635175968416606,4.072812118681243,1.8058521858590835,2.140092087756797,1.993217321301209,1.4141982349667035,1.4271344096348875,2.3770846304594335,3.039529660399001,1.9793947244758179,1.9043788909218355,4.02793938433407,1.2561728320471435,0.5969808818610334,2.2760727558864216
IN,3.6395558493908613,4.3999354345892225,2.2544901334621184,2.8386502758289507,4.042580217895756,4.490852308568988,2.9178447009392645,4.173535581982025,1.3413655055640037,3.0043585803991895,1.9831938379378546,3.1160108621639955,5.646680071054929,3.7283563475416086,3.735078879441837,3.6765945348021285,3.741900328762383,3.1447108679624516,1.3237329031563294,6.626708095125975,3.5340115559179295,1.4301408101855206,4.1768255562001695,2.501228425978813,1.8550177771492211,1.5981184520304863,1.8752531458590345,1.311688224620103,9.426366110994987,3.6759030728139783,0.7689107905700254,0.42821891169049636,1.2789776332661391,1.7132400944090431,0.6491104825946649,1.9035520656801583,2.217078522583763,1.4865652019871398,2.1010278311922543,0.9258009370058399,1.4869112577653312,1.5924880455697148,1.3658474194099977,2.923586628616823,1.515531897645571,3.732739636860581,2.074761654391145,1.7470946839874835,2.8508871360036974,1.7671972080565879,1.3149789914288343,1.930972781137183,0.7770765573034656,1.8560001805862067,4.334269427662331,1.6387566672586718,2.0373582929017733,1.656844093496633,1.6798692219120321,1.2230712132685917,2.220626170438345,3.239162715519544,1.9593493645370998,1.6468747517547364,4.306444793259569,0.9714784852064975,0.932323966373491,2.47136480616177
IA,2.8509807595432535,3.5726941635760174,1.6668974314295792,3.460901970468737,4.643861235201444,3.904382185350232,3.5848496373510224,4.225676467713499,1.9561952843822723,3.6270645707771547,2.5755459280043627,2.401376557131513,4.938422968413195,3.6566114614044247,3.074742052461104,3.0631305577226255,3.661601830610862,3.411065733615193,1.8155895882373356,5.91047164619677,2.823521089588279,1.4173207922769828,3.4081432142819454,1.6939749150748178,2.6204550325624947,2.4074963007269647,2.547742678873538,1.9593677650031387,8.603089875006784,2.8252126854748623,1.069712745905327,1.2789776332661391,0.42821891169049636,1.1213786763985762,1.4138552531931874,2.1405466929191763,2.9031646370735706,2.3097129907611484,2.82901733206561,1.559015835305616,0.9137666877222028,1.811955502260574,0.7998639380330519,2.0830523913241663,0.6838261174107456,2.9486855721452994,2.78117465778133,2.5265688656742,2.163211170869194,2.5465329661849623,2.124021544260284,1.252066849986592,1.6028819751353285,1.4062865858283893,3.486145871514579,2.4419207273110333,2.780609729815549,2.4289845623610944,0.858943037076091,1.4314369764923658,2.130467581602429,2.4031292132021513,2.600669438987516,2.4967097162452463,3.467693465251415,1.8222346430489125,1.06534109766344,1.6371129185333064
KS,2.980967255640349,3.5579538440484386,2.17199471681877,4.075721893640265,5.273012830912398,4.281855994090363,4.1777012451649576,4.903933214304891,2.5538787230782063,4.242611975800454,3.1949066685015177,2.696414715788825,5.147579527893477,3.04164487588211,2.456059402660451,2.414853640154523,3.0429320811661107,2.999554775566128,1.7926516644852761,6.091881300850699,2.24936595703479,1.1480131914675313,2.9077400625359138,1.3325847046616792,3.139422467506389,2.879110654543801,2.564348965561579,2.0361758134496433,8.194718903949116,2.64313805374617,1.6537360535731558,1.7132400944090431,1.121378676398576,0.42821891169049636,1.7393238061090535,1.8314460026785029,3.4811289813569197,2.761902489550612,3.379085693980846,2.1302669450619116,1.5579492842050495,1.5675711205815308,0.7979875394555098,2.08869110289106,0.9609521816607323,2.479405617438055,3.345745032992507,3.0321152275442538,1.5658895527210372,3.0522183522481035,2.3610345024083244,1.742803474755014,2.0613506336629377,0.7458975459325997,3.352505257278339,2.921366006822876,3.31885149510574,2.5795982162329425,1.2684019012117522,1.3440633236508421,1.5849424959720757,2.1020973783527532,3.1993539258708794,2.864530269450211,3.4041196456745335,2.203581025592799,1.7086214398186028,1.3924684898945583
KY,3.8141414772665145,4.556358119888842,2.4606444154107883,2.913088185806686,4.11394640614286,4.703792682808711,2.972352757496448,4.367262521130638,1.4632928863095964,3.076556574771086,2.085677930822681,3.3087634444272003,5.844744587177693,3.572545546495521,3.7326876098317343,3.658080626087859,3.587603130502896,2.9408333568609573,1.1150654175815051,6.823880239183776,3.553075047913043,1.3323788879164573,4.218619950429757,2.5784183997560315,1.8736919933276324,1.586124663749358,1.659144791260716,1.0909928838787744,9.49520789559571,3.7958173368342893,0.9848176495802186,0.6491104825946654,1.4138552531931874,1.7393238061090535,0.42821891169049636,1.719342212235653,2.2738355972737314,1.4618253231256582,2.1378664910234493,1.0821868628975269,1.6809970732109971,1.4238386589130183,1.4229931675066294,3.0686880156969645,1.629388616134321,3.785448995124668,2.1243185462191922,1.7581763303865048,2.8690375563848347,1.7777707827777074,1.1396797508248167,2.121916023027599,0.8205056736969432,1.8338964383462966,4.467746498025358,1.6319348622410286,2.0663751395772225,1.4627057410563276,1.833976468591891,1.0917723839277698,2.092578457784917,3.3322911320185127,2.043088800337741,1.558140256043252,4.453326997777543,0.892963237813907,1.1509668868101588,2.5680925864018285
LA,4.382126854824093,4.947070577614272,3.379194013961416,4.071838106089512,5.239557112174936,5.603121347875111,4.081564263707158,5.648436849351291,2.7341751072102762,4.22587617709208,3.318547272694467,4.052686987384917,6.543193979903838,2.3163085402556156,3.192999146253094,3.034551781968273,2.335029711212452,1.7104781987244406,1.0751412550492019,7.492866862404743,3.1543724410002523,1.1637612330105942,3.8933171513721474,2.667266361185816,2.9579570330947123,2.632228286006537,1.4729966980813824,1.3070989103595951,9.154609294521526,3.985551621787055,2.154866611925164,1.9035520656801583,2.1405466929191768,1.831446002678503,1.7193422122356534,0.42821891169049636,3.416857747057047,2.498556413440596,3.243673032344383,2.373153990374279,2.6052645659449976,0.7637717973345378,1.83873545905664,3.4913851903609707,2.18123872658412,3.5608443639244114,3.259697245140321,2.8365890599779218,2.560033855275704,2.852784254900357,1.772900615658386,2.9597634608049397,2.0806653835093636,1.6230512252448723,4.701023359742962,2.6837168913852274,3.1587433799991995,1.7324866604179638,2.513318588141146,1.170389236121727,1.0876402419184072,3.3994424163928088,3.2480995291913524,2.3793375529890985,4.780642903327606,1.9893196980027872,2.313482909229739,2.771055121897695
ME,4.7480121330085145,5.607431928262765,3.202300041922121,1.0832065357714358,2.270956322309288,4.957585410433551,1.1291093774351773,3.3107139399869956,1.3760041172504387,1.239584804174688,0.8602034130120134,4.090843275329972,6.336237608542359,5.3016678066634695,5.508796442144107,5.4611105979605465,5.321549868983423,4.40717651439017,2.775091581718468,7.283413276723743,5.285190770908654,3.1776251026322204,5.882551647261504,4.163596599758015,0.902348832650727,1.224602864179593,2.732381237579068,2.546661517272721,11.005199930107583,5.137783567153891,2.2724425715396386,2.217078522583763,2.9031646370735706,3.4811289813569206,2.2738355972737314,3.416857747057047,0.42821891169049636,1.3536233390519246,0.6324461975035486,1.7829454121263013,2.7906500057618,3.193830673369738,3.116532077334536,4.302545520743673,3.157963417207395,5.420667631426799,0.5855324032899036,1.018353466947371,4.609550472839714,1.0051479537720591,2.107567195719539,3.1344779573221695,1.8885864885161943,3.6446129264722966,5.696384172766267,1.1741761030494577,0.7202609627161194,2.324065984625267,3.16489462004425,2.928398220236525,3.9107286723284735,4.826387640564065,0.7548305563890447,1.5849531664501244,5.586462210223605,1.8735089216623417,2.2708303937113663,4.082402806614535
MD,4.516538361311528,5.329686285484421,3.004863839181319,2.0063277754679625,3.170514885905402,5.077206638373523,2.012382298524326,3.9987136875578604,1.1196303042629079,2.157240065155532,1.3707091313049666,3.9183853193585474,6.363452681231171,4.379282044263753,4.766218671695851,4.690314588978925,4.399659614174656,3.493338523748251,1.863397124944714,7.33915331409453,4.581651232918216,2.334839274025358,5.234006130399118,3.5565510093997528,0.8876554944442567,0.5627712808275697,1.8381375593681484,1.623629442844414,10.480284288250227,4.6899841979263766,1.683006750669411,1.48656520198714,2.3097129907611484,2.761902489550613,1.4618253231256582,2.4985564134405953,1.3536233390519246,0.42821891169049636,1.173617644547912,1.2509775124777385,2.373397087672902,2.2937069833614934,2.4230951544524997,3.8998427793925283,2.5582459539155735,4.791072317248137,1.1966598533036128,0.7665056574356834,3.8974333664778307,0.7824524683726568,1.1834023452388447,2.795783653935269,1.140750405426923,2.8672309732998302,5.320980288720654,0.6140186551434526,1.088424017482865,1.43397574438633,2.6678706227560802,2.0717983966666904,3.021479090268775,4.284153724234674,1.2534830933428804,0.7838112504233815,5.263258720418341,1.0054470654530323,1.7608996034081623,3.5169955099240173
MA,4.770380790012757,5.622550759861882,3.2219901252383725,1.2644634751502755,2.428207114710439,5.054469025340689,1.271707037400651,3.5003845404271456,1.3212826550073435,1.4123370398710355,0.9486212557139801,4.122877191826716,6.418627402278564,5.124440179623062,5.405743711028189,5.349316384915998,5.144924181254892,4.212336326813657,2.6061422628789717,7.373474589303012,5.193176686065597,3.03764505487036,5.807108002141293,4.094324658971121,0.7143782253247026,1.040905248204268,2.534234310094537,2.3689236014390986,10.969263073169623,5.111741311773869,2.190265553810531,2.1010278311922543,2.8290173320656105,3.379085693980845,2.1378664910234493,3.2436730323443834,0.6324461975035489,1.1736176445479125,0.42821891169049636,1.6987541197860445,2.7562891575928865,3.0314907036939758,3.0192276837151186,4.283825706838999,3.084622511467008,5.349401284663694,0.5282431181906317,0.8353604353233952,4.513533087363564,0.8196088430122808,1.9217639997575584,3.1220252216682205,1.761922924197101,3.5267248638371265,5.689274669600553,0.9895495538234163,0.5180017965061118,2.1261894947302564,3.1162872937012116,2.782896607628344,3.754269307653745,4.776085892039596,0.8050948997818721,1.3844914515739166,5.5911562468027185,1.717533148229302,2.2065886475006,4.023313928785119
MI,3.694922821098412,4.507246791223328,2.196128439048773,2.376051065308891,3.5772315665905894,4.338824489377884,2.4763717967910024,3.7241816017928677,0.8563338175991174,2.5428340150726236,1.502886231182204,3.1052627167294586,5.580804085014376,4.219984902917953,4.156296010834283,4.115327151174126,4.234190144647497,3.57907648204739,1.7565218318253575,6.560138374508225,3.9305574788606146,1.9266369158792696,4.536653219702574,2.824740818489041,1.4943783729542004,1.3197600615467902,2.1496471532872414,1.6637869069884208,9.7204307324301,3.891285525491888,0.9199156042616203,0.9258009370058398,1.559015835305616,2.1302669450619116,1.0821868628975269,2.373153990374279,1.7829454121263013,1.2509775124777387,1.6987541197860445,0.42821891169049636,1.5538347321959753,2.075233822806574,1.7634471484495957,3.087374695548484,1.81458801406914,4.079026928798387,1.6542354704250826,1.4079339615886373,3.255046687807014,1.4274565018774428,1.4728063297235943,1.9730273076115041,0.7669580383716418,2.3141166551464125,4.507985613071824,1.345053713509391,1.6499153372781419,1.8364811200446418,1.871588037484569,1.718697425058327,2.7180501361365974,3.5191591594061706,1.4976453804876908,1.5338011912202747,4.44344628039926,1.0178350879913618,0.9522794445803617,2.759733796572345
MN,2.5947111864302173,3.387169009082778,1.2259310598760802,3.2793015780205086,4.422850893363145,3.4823659169937793,3.433658296953504,3.775941981994497,1.8641459341582403,3.4411783876750763,2.4112721525333707,2.057537821398941,4.591975274358287,4.136867201881902,3.3667955652933514,3.3883134388669474,4.141128891849099,3.8830586192127075,2.214541427944074,5.571141354769045,3.079266915393094,1.8943625317529862,3.584392338697093,1.8771218561481071,2.5945483212699902,2.445279336347296,2.8956735895546895,2.3081423875903657,8.643980818762929,2.7844178873852314,1.164459277987006,1.4869112577653316,0.913766687722203,1.5579492842050493,1.6809970732109978,2.6052645659449976,2.7906500057617993,2.373397087672902,2.756289157592887,1.5538347321959756,0.42821891169049636,2.2720921093136663,1.280059323356758,1.965739162066269,1.0290969462096464,3.11345642333134,2.6913320889796375,2.5207847860089547,2.4632868960849668,2.5395725081625105,2.373465932009515,0.8727942081114108,1.7285578060614284,1.8637766113250616,3.3844113240799136,2.4694479379084573,2.7245793152554434,2.7130947400221483,0.8359967151890868,1.8762905795115319,2.615344839665229,2.4722563189982445,2.469050142318896,2.6265462172001803,3.318255498981259,1.9917067741299352,1.045622439054016,1.7567228540113717
MS,4.098893607582329,4.697298885056648,3.0502263453792056,3.846939595797139,5.031344559547935,5.282290829143444,3.8746329161040616,5.3307576452875995,2.45499217024583,4.005192051612855,3.0603800903797183,3.7435519456832718,6.249716645914814,2.578106532281193,3.1480690277244467,3.0141883729702275,2.593793161070647,2.0460272576494867,0.8712474128482313,7.206122120870487,3.0657776557632377,0.8588286883410815,3.7955261215046328,2.4436580183996672,2.748958584024593,2.4282376142414432,1.5099702869902227,1.1550641681007676,9.09084968869541,3.765823153172157,1.8271208094346647,1.5924880455697148,1.811955502260574,1.567571120581531,1.4238386589130188,0.7637717973345376,3.193830673369737,2.2937069833614934,3.0314907036939758,2.0752338228065743,2.272092109313666,0.42821891169049636,1.5257864500797278,3.222497355183692,1.8678760762217488,3.431231446440424,3.0379651867862623,2.6274314103181973,2.4307647618681885,2.644899459236115,1.6174423245497533,2.63396354868814,1.8022546655651368,1.4115419734634722,4.479529105202881,2.479294305596733,2.9498856258766732,1.668371585720146,2.1953230751151804,0.8354380553092119,1.1609792457823924,3.197105259868242,3.0012337583642044,2.225568725058967,4.541440666599542,1.749481953690979,1.9832669239668401,2.5275073193762796
