,AB,BC,MB,NB,NL,NT,NS,NU,ON,PE,QC,SK,YT,MNW,MNE,MIW,MIN,MSW,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
MO,3.0227913053904225,3.678606235295454,1.9931157764816592,3.7070360923858376,4.9035844727122395,4.193747359366324,3.811574542658347,4.594091902031214,2.1855063894118305,3.8739246855705822,2.8255439296379206,2.6459912704684703,5.158299622134498,3.2859221005331394,2.821080003121805,2.7841676648347233,3.290638546576083,3.0866895632757845,1.628657748250006,6.12005257460172,2.6026119984847904,1.1031944226574029,3.239312258985228,1.5847182000469515,2.7855118585341607,2.535746358221186,2.3967512730862612,1.8294251478026704,8.50160073239244,2.8372980941086707,1.2841696088959809,1.3658474194099977,0.7998639380330512,0.79798753945551,1.4229931675066294,1.8387354590566394,3.116532077334536,2.4230951544524992,3.019227683715118,1.763447148449596,1.2800593233567577,1.5257864500797274,0.42821891169049636,2.1813159680014245,0.7708669872897678,2.7974714635963203,2.9831470339529136,2.6809367757727522,1.922643007538201,2.7010833950639825,2.091127301528954,1.5642047714864797,1.714479477891957,1.0454128959607192,3.5297922091233773,2.5761742241276546,2.9612474217593014,2.3492131139626427,1.104166380049937,1.1939605037763408,1.7653271191062663,2.344708292621507,2.8316831582749913,2.5523951617815195,3.5478921022786007,1.8799529027193849,1.341456687194111,1.5884916268576836
MT,1.3453787962058938,1.9270150213822574,1.66546164256235,4.734031773729929,5.80803416480671,2.867794961833543,4.911506322812263,4.509143296631478,3.395969161838816,4.888237534098856,3.9012648707491606,1.3526612163591265,3.5160924629895316,4.359979879737127,2.592932506205442,2.7364183591607434,4.350462574311484,4.6077111674554025,3.381455951058165,4.442382297535903,2.2350386782899085,2.794579739938687,2.4155227677941467,1.368645368811411,4.131370004568253,3.978239673513703,4.1492826494386765,3.575520570015389,7.141049303901047,1.2729221239661146,2.6533094911002,2.923586628616823,2.0830523913241668,2.0886911028910604,3.068688015696964,3.491385190360971,4.302545520743673,3.8998427793925283,4.283825706838999,3.087374695548484,1.9657391620662694,3.222497355183692,2.181315968001425,0.42821891169049636,1.8845536055733028,1.9796483948660215,4.21391492525342,4.058283836292087,1.971236236615,4.07708766378374,3.7783395741500785,1.5977817202074902,3.222238492568537,2.322719410532173,1.849398162860182,4.004200972883024,4.256557355789576,4.074252543023488,1.672796428702076,2.941110632244449,3.151587743211892,1.2288214174540684,3.976768822464719,4.127663598611952,1.8128625758488073,3.4634576765558602,2.56774760693355,1.1950725505501307
NE,2.697609970050608,3.382515338803655,1.6683384694232752,3.7112460880662868,4.890301279709182,3.8522652717172665,3.8380369168524826,4.376766011684749,2.210620409060722,3.8771277596363514,2.8262466556398427,2.3040951252897313,4.821656077838901,3.564943001649891,2.834517460241429,2.8325605763789437,3.567381977034487,3.424069144859058,1.9451648759328095,5.7861788379646795,2.5753463103408074,1.445733440385339,3.152968813653909,1.4384973208179843,2.8752838116272947,2.6584591423472363,2.7021789936124905,2.1221767077834452,8.35165114746722,2.595079529986593,1.3248011326049534,1.515531897645571,0.6838261174107456,0.9609521816607314,1.629388616134321,2.18123872658412,3.157963417207395,2.5582459539155735,3.084622511467008,1.8145880140691397,1.0290969462096469,1.8678760762217488,0.7708669872897675,1.884553605573303,0.42821891169049636,2.6931128876789225,3.036581173404056,2.7805638218983324,1.9225165668436284,2.8005616566178846,2.331360909508538,1.236597949943585,1.8483197445353834,1.2737523673851527,3.2684360896742275,2.693720117918986,3.0361257299914577,2.618576596054993,0.7656477694852518,1.524201146959138,2.0719501881540445,2.154564746666936,2.854118590240461,2.733716102164911,3.2650935819242104,2.056793695758721,1.317670522902525,1.3870181720437227
NV,2.5563207145764637,2.4776051185380132,3.1359325317540048,5.95402138899362,7.108056152780585,4.194438450184008,6.093502472387431,6.052550008869339,4.472887799021609,6.117975451200428,5.074150636092006,2.8693497831823227,4.385294047732186,3.574319792110834,1.2396518410634234,1.4671962761403972,3.553204919184409,4.285963896335166,3.77491695158731,5.1399622046701605,0.9587423398404105,3.1009317569130928,0.9001988251076043,1.6853580823364613,5.135136771327211,4.900942993915691,4.510248059844016,4.0458501341073205,6.14416332421526,1.499294097596269,3.5880491993272967,3.7327396368605803,2.9486855721452994,2.479405617438055,3.7854489951246677,3.5608443639244114,5.420667631426799,4.791072317248137,5.349401284663694,4.079026928798387,3.113456423331341,3.431231446440424,2.7974714635963203,1.9796483948660215,2.6931128876789225,0.42821891169049636,5.301215565938334,5.036410168883075,1.4308192948749316,5.056524052801935,4.406376721312689,2.9148078118864866,4.079926867423934,2.4788509471704145,1.9934670531317216,4.939720601678812,5.299879769231202,4.596759961810039,2.710922266305887,3.3490872609539,2.972608888340311,1.180528323489377,5.1122627411833275,4.914076481483729,2.232567739743506,4.247102984643477,3.578057741179566,1.7849524810296091
NH,4.687589444079517,5.5420094234994,3.1393806078708564,1.2403728911787677,2.4245103542089845,4.956666027704998,1.276255381038082,3.4121033093393924,1.2614282729792923,1.3958148630854152,0.8490653445427722,4.037312903888693,6.3229172369464,5.144367475301571,5.3735128833824986,5.321940605783738,5.164264395533874,4.253143660247842,2.6182424221177483,7.276698770329413,5.15507520918718,3.027312062638326,5.760963659159928,4.044876225772105,0.7492955082732728,1.0683751727265405,2.5809033503385024,2.389351925897906,10.906738378474076,5.044725071882846,2.1456536672650857,2.0747616543911453,2.78117465778133,3.345745032992507,2.1243185462191914,3.259697245140321,0.5855324032899037,1.1966598533036132,0.5282431181906319,1.6542354704250826,2.691332088979638,3.0379651867862623,2.9831470339529136,4.21391492525342,3.036581173404056,5.301215565938335,0.42821891169049636,0.8626280451872597,4.4773553747130155,0.8501916103675429,1.9510457175587983,3.0493730752834787,1.7417989289933917,3.5024608061963614,5.615717872585378,1.0182674742102524,0.5900512791015007,2.1725643019340826,3.0573202159878443,2.776352706619503,3.756130054617595,4.718533908791628,0.7076819791824562,1.437018418894181,5.513763828137418,1.7183681804907567,2.15349951885043,3.969274806151468
NJ,4.615404930535115,5.44945836698258,3.0774049854342627,1.6688464181804472,2.8337116452268742,5.050337574975077,1.675911131423429,3.7593477187357776,1.1219041366537776,1.8190199543879102,1.1116792266911115,3.9913280194620095,6.37578413987005,4.717519517923173,5.051240415490514,4.984879679836977,4.737928222111958,3.8191737600506093,2.1999166866868447,7.343968939449628,4.8526965431762275,2.6493267043949236,5.487135919109097,3.789057999657599,0.5498679265509366,0.6347785359101357,2.150181204422512,1.961898644897112,10.698122300895388,4.869181976698495,1.8859442038439627,1.7470946839874835,2.5265688656742,3.0321152275442538,1.7581763303865048,2.8365890599779218,1.018353466947371,0.7665056574356834,0.8353604353233952,1.4079339615886373,2.5207847860089547,2.6274314103181973,2.680936775772753,4.0582838362920866,2.7805638218983324,5.036410168883075,0.8626280451872597,0.42821891169049636,4.1697493945868045,0.44836976631800113,1.5177447768622805,2.919322851809324,1.3995706979061664,3.15971036996267,5.476281810325924,0.5840543054280223,0.7510097784415528,1.7421892821340923,2.851201002091986,2.3904232053755154,3.3526665180623247,4.496170139851677,0.9725921820824344,1.0185821541420872,5.399341132390783,1.3209865114997823,1.9317367606593494,3.7337587600077002
NM,2.8332810899560683,3.094826550196755,2.7658994585800794,5.189447203137224,6.3777241197891135,4.410558589370364,5.302229436990386,5.708099304239099,3.672345484140998,5.3560924128755705,4.304555601095764,2.8663382930674546,4.929552797278732,2.869118875745446,1.340264085816342,1.3564586426521463,2.855543557954519,3.369312371233495,2.7868652161672176,5.786423019092175,1.112459740512009,2.116771706332614,1.8045481420591811,1.1198000886681911,4.276689932817304,4.0159372833716125,3.511434361729558,3.0638992178244355,7.1118691845004465,2.0414002858475637,2.7684954384697105,2.850887136003698,2.1632111708691943,1.5658895527210375,2.8690375563848343,2.560033855275704,4.609550472839712,3.8974333664778307,4.513533087363564,3.255046687807014,2.4632868960849668,2.4307647618681885,1.9226430075382006,1.971236236615,1.9225165668436286,1.4308192948749316,4.4773553747130155,4.1697493945868045,0.42821891169049636,4.189856452350219,3.4465875328784334,2.4204312743064955,3.1990045877007427,1.498942720626623,2.722682442285024,4.058573180624308,4.4547912185732095,3.6143614111387987,2.0640635174498465,2.373772565360259,1.9900742116793413,1.4331941824621248,4.319638114945814,3.983330096050459,2.879999054177008,3.3336825591117427,2.7964794953603396,1.3177619905740543
NY,4.632458529611596,5.467097846681048,3.093850432166574,1.6542275014999703,2.8168354372187823,5.062213953986441,1.658873739698193,3.7578522540788346,1.1381407595133357,1.80364010545966,1.110969021763273,4.007581082086774,6.389319713223023,4.733050252196275,5.071234932795802,5.004712032374222,4.753541389080799,3.831177995422458,2.2167662078552084,7.357091648010008,4.872816681292011,2.6684195973321723,5.507277765958854,3.8091045905963865,0.533467302084771,0.6495639138076127,2.1605904656043062,1.977558989437783,10.717910615361488,4.888392627393671,1.9058532709919287,1.7671972080565879,2.5465329661849623,3.0522183522481035,1.7777707827777074,2.852784254900358,1.0051479537720585,0.7824524683726568,0.8196088430122812,1.4274565018774432,2.5395725081625113,2.644899459236116,2.701083395063984,4.07708766378374,2.8005616566178846,5.0565240528019375,0.8501916103675433,0.44836976631800113,4.189856452350219,0.42821891169049636,1.5318365923474049,2.9374028271261805,1.4196291078537853,3.179537287506625,5.494910144783771,0.5983205642872387,0.7342720435704102,1.7524280385980902,2.870658648624389,2.4092746408498167,3.370534175551595,4.515969439807481,0.9699761761001644,1.0253390126149964,5.4174615795698475,1.3397119543999225,1.9511854622198035,3.7536483222013843
NC,4.522450705057774,5.267652505688357,3.1308287609523084,2.757659853281736,3.903691906685916,5.3446990569889365,2.7480445155416886,4.653281273350245,1.6432333093830853,2.9051492304379725,2.0939553340692494,4.0020856860624665,6.528939755695933,3.6367194541527503,4.257573132451629,4.1502150107932705,3.658157169561217,2.743313671696685,1.1745138564084816,7.509456726553509,4.121353616997423,1.7744976206233205,4.819125109908483,3.241991202654403,1.6364359922004819,1.311254524919456,1.1338161280945174,0.8976725263532064,10.121450300138264,4.491934880263846,1.6445109239774371,1.3149789914288343,2.124021544260284,2.3610345024083244,1.1396797508248164,1.7729006156583862,2.1075671957195397,1.1834023452388447,1.9217639997575584,1.4728063297235938,2.373465932009515,1.6174423245497538,2.091127301528954,3.7783395741500785,2.331360909508538,4.406376721312689,1.9510457175587985,1.5177447768622803,3.4465875328784326,1.5318365923474049,0.42821891169049636,2.817691749493738,1.1477467062564095,2.377164991975347,5.1715041226794645,1.3619704912564852,1.8339551078552163,0.7926990291529106,2.545436391952087,1.5074869530363897,2.348354860631476,4.006756403163248,1.9930518390521634,1.0384599397362804,5.162770239963743,0.8835440324245972,1.7930158647455607,3.2506589118186695
ND,2.1555051254252686,2.963341672799249,0.8601116906739972,3.569867250812527,4.668082893237389,3.0808169574767614,3.743450529241078,3.7178907696698205,2.241539432422894,3.726133733380968,2.7317068486101372,1.6150708357263153,4.153183970469257,4.35550054457845,3.285572588363274,3.3438804116819023,4.3562434262092635,4.221042286897876,2.6246820353639944,5.131300918992653,2.967297906835851,2.2290278551968963,3.3853558383584352,1.7588017935333475,2.984098372827067,2.859575714793685,3.327151703269401,2.737618879451367,8.30969597096085,2.438864363003325,1.608398972684451,1.9309727811371833,1.2520668499865912,1.742803474755014,2.121916023027599,2.9597634608049392,3.1344779573221695,2.795783653935269,3.1220252216682205,1.9730273076115044,0.8727942081114106,2.6339635486881408,1.56420477148648,1.5977817202074902,1.236597949943585,2.9148078118864866,3.0493730752834787,2.9193228518093246,2.4204312743064955,2.9374028271261805,2.8176917494937372,0.42821891169049636,2.168970600121367,2.0604019299146366,2.995574409739632,2.8802535595571643,3.098902058548878,3.1555177339894205,0.9042926985526157,2.254932211785608,2.87933847818594,2.2151965471369413,2.808326897653977,3.061460892133278,2.908308758610924,2.434558783315343,1.4823879653582668,1.593472571567825
OH,3.894897277053837,4.680235042351637,2.4435807574133164,2.523180384708237,3.7253600868227528,4.63278301873299,2.588857808596119,4.048850201658767,1.0822742276449755,2.687278342196176,1.6941847182454768,3.336572643939032,5.843037523573651,3.951756101198442,4.080362590805808,4.017540693586504,3.9677160373744744,3.257682012060438,1.4466320963986072,6.823739861574415,3.8823919138554985,1.7222066065298172,4.525183392224541,2.844056318753775,1.5092637471297938,1.249669015917937,1.81246137532842,1.3299527209385376,9.76823202362858,3.9945596146585913,0.9992174807657574,0.7770765573034656,1.6028819751353285,2.0613506336629377,0.8205056736969432,2.080665383509364,1.8885864885161943,1.1407504054269229,1.7619229241971008,0.7669580383716421,1.7285578060614284,1.802254665565137,1.7144794778919572,3.2222384925685374,1.8483197445353834,4.079926867423934,1.7417989289933917,1.3995706979061664,3.1990045877007427,1.4196291078537853,1.1477467062564097,2.168970600121367,0.42821891169049636,2.1935186918955627,4.640228556146068,1.289946357664042,1.695083555739345,1.512094665216712,1.979694708040315,1.4839955920561112,2.4838460690748168,3.5746547791276777,1.6510971901593503,1.333851468737044,4.598628862248971,0.7042402737535449,1.1156160331447669,2.8069656849987883
OK,3.231160382967228,3.755716660955971,2.4892349392234596,4.259267694923622,5.4621182891985205,4.579283393563411,4.345179222546591,5.202624995261338,2.7421857157571945,4.425708319059142,3.3885152859983414,2.9873134167130497,5.403701819291901,2.72400931444273,2.329303476435843,2.253398597617936,2.725399501322459,2.723180762217659,1.7245274702322215,6.336781651236887,2.172737052618283,1.0503015983789319,2.874552206819177,1.4725724794273816,3.272590548857975,2.991708283802947,2.471457821492808,1.9962074827708562,8.181528800190469,2.7927376383591676,1.8635175968416609,1.8560001805862067,1.4062865858283884,0.7458975459325994,1.8338964383462966,1.6230512252448719,3.644612926472296,2.8672309732998302,3.5267248638371265,2.3141166551464125,1.8637766113250616,1.4115419734634724,1.0454128959607196,2.3227194105321725,1.2737523673851532,2.4788509471704145,3.502460806196362,3.15971036996267,1.4989427206266228,3.179537287506625,2.3771649919753473,2.060401929914637,2.1935186918955627,0.42821891169049636,3.508028315921319,3.0371621441905203,3.4603435873518906,2.5471898417734637,1.5860609377456496,1.303153268861809,1.2841670516235397,2.21532573759463,3.379075291462294,2.925454120098779,3.586220508151316,2.2934829693998617,1.9442201465259736,1.5814000907993595
OR,1.5669783192826194,0.96524759943667,2.956716801227524,6.087203386577741,7.100392045052621,2.9495233652614217,6.278197384467178,5.416811017881422,4.807193382685746,6.234699835717064,5.284448417752795,2.207407606062194,2.8438065598546425,5.09815038774136,2.8030601246656266,3.032425621152142,5.079610632246661,5.654743590563803,4.708117721068128,3.574938081753164,2.5106340178589774,4.0710758943901055,2.137604285177847,2.46507950771417,5.546699563309453,5.399140319917257,5.482296392169244,4.929100058027512,5.801762663231019,1.143691051336529,4.072812118681243,4.334269427662331,3.486145871514579,3.3525052572783385,4.467746498025357,4.701023359742962,5.696384172766267,5.320980288720654,5.689274669600553,4.507985613071824,3.3844113240799136,4.479529105202881,3.5297922091233764,1.8493981628601814,3.268436089674227,1.993467053131721,5.615717872585378,5.476281810325924,2.722682442285024,5.49491014478377,5.1715041226794645,2.9955744097396315,4.640228556146068,3.508028315921319,0.42821891169049636,5.42470351590389,5.665974279080533,5.4492469677332025,3.0887950639106756,4.258902204079888,4.230370279915667,1.7445802606900391,5.36977532474387,5.544792365543511,0.7282890796457917,4.876470038454379,3.988912386721223,2.389619768094567
PA,4.590238038502056,5.414951008571653,3.0625615390555603,1.8242887269090677,2.984876860307313,5.083552296184223,1.8267202586257003,3.8832577398712433,1.123872910522334,1.9736528640292403,1.237783680765765,3.977710550790918,6.391963150332196,4.5631866343876295,4.933456221335519,4.861764279658498,4.583740229353916,3.6642533104906794,2.0491789547878665,7.36399515972552,4.742440321538875,2.5140294433960415,5.386542517637148,3.698261931001071,0.7034194653324941,0.47970772746541823,1.997891621667612,1.8078578888205452,10.616776167516267,4.805614986011637,1.8058521858590837,1.6387566672586718,2.4419207273110333,2.921366006822876,1.6319348622410284,2.683716891385228,1.1741761030494575,0.6140186551434523,0.9895495538234165,1.3450537135093907,2.4694479379084573,2.4792943055967336,2.5761742241276546,4.004200972883024,2.693720117918986,4.939720601678812,1.018267474210252,0.5840543054280225,4.058573180624308,0.5983205642872387,1.361970491256485,2.8802535595571643,1.2899463576640418,3.0371621441905203,5.424703515903891,0.42821891169049636,0.9034103069445614,1.5904323337011568,2.7834869237181854,2.2525216452426076,3.2065849714267824,4.416142939880541,1.1073905902690222,0.8804378069018038,5.356998114714157,1.1834070207379064,1.8670141680492265,3.650813338670854
RI,4.76041653888979,5.608863416906161,3.2126268566096363,1.3531060659398955,2.510922362144171,5.078295992641705,1.3531625649766936,3.5739026583242346,1.2890462613919678,1.4994898819074087,0.988338940211908,4.117749103552946,6.434931451039456,5.038164494017996,5.3439386315017305,5.284284084234482,5.058798699960367,4.122720301599702,2.5226920846238974,7.393060670137314,5.135640489775687,2.9635831424877193,5.755746921957395,4.046365670587548,0.6293615700050137,0.9548833177146978,2.444452323363012,2.2830207494502677,10.932384655191033,5.08077677900235,2.140092087756797,2.0373582929017733,2.780609729815549,3.318851495105741,2.0663751395772225,3.1587433799991995,0.7202609627161203,1.0884240174828654,0.5180017965061119,1.6499153372781419,2.7245793152554434,2.949885625876673,2.961247421759302,4.256557355789576,3.0361257299914577,5.299879769231202,0.5900512791015013,0.7510097784415523,4.4547912185732095,0.7342720435704104,1.833955107855216,3.098902058548878,1.6950835557393453,3.4603435873518893,5.665974279080533,0.9034103069445613,0.42821891169049636,2.036414399760204,3.0779024127661936,2.707090660725597,3.6742540304987155,4.735307869193804,0.8384872662320031,1.2947869572677126,5.572967546575192,1.6394770028100547,2.1638376050091064,3.9795274803094043
SC,4.845027562879774,5.570304808787456,3.4815599140963958,2.9556601310594,4.053558893394871,5.704310922985037,2.9142903606950297,4.976807615642912,1.982090154697075,3.092168896538327,2.374706813616554,4.342133390624767,6.875207911395533,3.514588777993423,4.3800426606079785,4.252807637138921,3.5387582270465283,2.5177238927195296,1.2587281451659118,7.855093493125112,4.274685556992527,1.92609151915789,4.9905266863034115,3.4785220519064324,1.8514877053539254,1.544127496041579,0.836570718510621,0.9792150888213198,10.2975345121868,4.7581367964959105,1.993217321301209,1.656844093496633,2.428984562361095,2.5795982162329425,1.462705741056328,1.7324866604179638,2.324065984625267,1.4339757443863297,2.1261894947302564,1.8364811200446423,2.7130947400221483,1.668371585720146,2.3492131139626427,4.074252543023489,2.6185765960549925,4.596759961810039,2.1725643019340826,1.7421892821340923,3.6143614111387987,1.7524280385980902,0.7926990291529106,3.1555177339894205,1.5120946652167124,2.5471898417734637,5.4492469677332025,1.5904323337011566,2.0364143997602047,0.42821891169049636,2.857003169904679,1.6768063375192104,2.366178939161938,4.248286257099824,2.2591062679794094,1.172916093199154,5.455318047381025,1.246869092949861,2.1467612670175305,3.505908249496583
SD,2.4203071885503205,3.1512585960095687,1.335754184073793,3.6741219765146793,4.826184314313167,3.518179104815566,3.8214407099388987,4.1231346672618745,2.224385306556733,3.8372380695767268,2.7990995093992117,1.9839784388431612,4.514819800894578,3.8818259593589914,2.9631315715623945,2.9914324162137977,3.88303833049355,3.761041488175807,2.2385938177463998,5.484666086677016,2.6721867490102915,1.778098797037127,3.1809902559065186,1.4696275551969062,2.9344942714631306,2.7539512572071603,2.9776191024592444,2.389783648601085,8.282743119234405,2.450906333185022,1.4141982349667035,1.6798692219120321,0.8589430370760915,1.2684019012117527,1.833976468591891,2.513318588141146,3.16489462004425,2.667870622756081,3.1162872937012116,1.8715880374845695,0.8359967151890871,2.19532307511518,1.104166380049937,1.6727964287020758,0.7656477694852515,2.710922266305887,3.0573202159878448,2.851201002091986,2.064063517449847,2.870658648624389,2.545436391952087,0.9042926985526165,1.9796947080403153,1.5860609377456496,3.088795063910676,2.7834869237181854,3.077902412766193,2.857003169904679,0.42821891169049636,1.8362164319789451,2.4041147785193835,2.089840264640942,2.8478154139827443,2.8843249190086153,3.0548039124888096,2.218897547974932,1.347694196032816,1.3553644322886722
TN,3.788357128346478,4.434478786450963,2.6630906360734787,3.5725800777715366,4.770833870408419,4.907494216947478,3.6232757656344345,4.937897274635157,2.121159399024951,3.7350618181104305,2.748972213603036,3.3919268148522623,5.917211340359107,2.934923338797874,3.179364043736579,3.078016513058829,2.947997822601805,2.452064450246655,0.8778315335241021,6.882130437640153,3.044224934752922,0.6975652960790883,3.7494710938647446,2.2484288152607292,2.5096169059224565,2.2034714808534956,1.6517324512411338,1.1269912073849688,9.05627447404836,3.553761361558007,1.4271344096348875,1.2230712132685917,1.4314369764923653,1.3440633236508421,1.091772383927769,1.170389236121727,2.928398220236525,2.0717983966666904,2.782896607628344,1.7186974250583273,1.8762905795115319,0.8354380553092127,1.193960503776341,2.941110632244449,1.5242011469591386,3.3490872609539,2.7763527066195026,2.3904232053755154,2.373772565360259,2.4092746408498167,1.5074869530363895,2.254932211785608,1.4839955920561108,1.303153268861809,4.258902204079888,2.252521645242608,2.707090660725597,1.6768063375192106,1.8362164319789451,0.42821891169049636,1.4308257098320476,3.01775659262741,2.7058876485710184,2.078136384263143,4.294916836745789,1.4979693306427282,1.579720308636635,2.2981707863491354
TX,4.0669451333556434,4.532873827950788,3.3112198033062654,4.560720390110907,5.75215392915436,5.434756264444344,4.597729276699353,5.872064698572114,3.123747195257683,4.721127801980965,3.749788207945726,3.843250177689925,6.239361605701743,1.9712138984873422,2.545808766348784,2.379481937390001,1.9799344624545028,1.8855127675661139,1.603266132212116,7.159841922160107,2.533547678381471,1.2319945884568793,3.273610351272387,2.2467780293124986,3.4738635708885766,3.1558168748305353,2.1314024414443664,1.88205533155174,8.50626242054859,3.5209807319524016,2.377084630459434,2.2206261704383445,2.130467581602429,1.584942495972075,2.0925784577849176,1.0876402419184072,3.9107286723284735,3.021479090268775,3.754269307653745,2.718050136136598,2.615344839665229,1.1609792457823924,1.7653271191062667,3.151587743211892,2.0719501881540445,2.972608888340311,3.756130054617595,3.3526665180623247,1.9900742116793415,3.3705341755515956,2.348354860631476,2.8793384781859404,2.483846069074817,1.28416705162354,4.230370279915667,3.2065849714267824,3.6742540304987155,2.366178939161938,2.404114778519384,1.4308257098320474,0.42821891169049636,2.914060767037742,3.7020690921745474,2.95753109868475,4.344707260343951,2.4661831359809607,2.5081851653987233,2.3906534855659944
UT,1.9115123941035934,2.0900654900810722,2.398820328802042,5.321839171270441,6.447882810315376,3.5442194313448168,5.477553841718075,5.301038302744715,3.885375928805595,5.4826738725661475,4.4549882696979966,2.133516300949904,3.936799805817848,3.865671960821045,1.8312094419668257,2.0035374325886295,3.8506510985770874,4.342010402418908,3.465496787519715,4.782227530287661,1.473922510270264,2.8056854868544194,1.6290726214609503,1.1983946458739392,4.585318454864976,4.382253755691363,4.234466274009983,3.708810711613347,6.630188831143649,1.0412899946919572,3.0395296603990016,3.239162715519544,2.403129213202152,2.1020973783527532,3.3322911320185127,3.3994424163928088,4.826387640564065,4.284153724234674,4.776085892039596,3.51915915940617,2.4722563189982445,3.1971052598682426,2.3447082926215073,1.2288214174540688,2.1545647466669355,1.1805283234893773,4.718533908791628,4.496170139851677,1.4331941824621253,4.515969439807481,4.006756403163247,2.2151965471369413,3.5746547791276786,2.2153257375946294,1.7445802606900387,4.416142939880541,4.735307869193804,4.248286257099824,2.089840264640942,3.0177565926274097,2.9140607670377414,0.42821891169049636,4.508349005478449,4.453820254964103,1.878702613554207,3.7765084775496573,2.999857168709511,1.1961055746755729
VT,4.424635645244401,5.282707949293466,2.877867759699207,1.3084763411028648,2.512052139122952,4.677624606249773,1.4125050733391142,3.2166172591530846,1.0755178242550452,1.4748519415757104,0.5797162586519071,3.7699429340520676,6.043586775640281,5.135849740423488,5.223843909214625,5.184753618544303,5.154024582852261,4.308060239631789,2.6012589222104365,6.997249121984656,4.991055692809493,2.9443194142243656,5.576281658339799,3.855297173495124,0.9014341812147826,1.1486407805730878,2.663238887338646,2.3987063617485074,10.6815084813525,4.812895920927064,1.9793947244758179,1.9593493645371,2.600669438987516,3.1993539258708794,2.0430888003377405,3.248099529191352,0.7548305563890445,1.253483093342881,0.8050948997818723,1.4976453804876908,2.469050142318896,3.0012337583642044,2.8316831582749913,3.976768822464718,2.8541185902404616,5.1122627411833275,0.7076819791824562,0.972592182082435,4.319638114945814,0.9699761761001644,1.9930518390521634,2.808326897653977,1.6510971901593503,3.379075291462294,5.36977532474387,1.1073905902690215,0.8384872662320028,2.25910626797941,2.8478154139827443,2.7058876485710184,3.7020690921745474,4.50834900547845,0.42821891169049636,1.5584949468150322,5.260341780652294,1.6870928410136066,1.964772749820358,3.7687956670932428
VA,4.788591941851739,5.583470792067921,3.301704890687557,2.2110917197458364,3.3194272114553307,5.412307580687815,2.172997911070268,4.334087474875246,1.4693053193193286,2.347717910320951,1.6899754932865034,4.2097363729580035,6.681050163982794,4.22654805844565,4.822777790828882,4.727524326199552,4.249131514963679,3.2623465939941445,1.7826356048168959,7.659076010999898,4.6650897808949505,2.347453982307538,5.343255720448718,3.706033464835482,1.117765288270633,0.8444152867533008,1.5796518330269465,1.5077648374897374,10.625125545060778,4.893446655727971,1.9043788909218355,1.6468747517547364,2.4967097162452463,2.864530269450211,1.558140256043252,2.3793375529890985,1.5849531664501242,0.7838112504233816,1.384491451573917,1.5338011912202743,2.6265462172001803,2.225568725058967,2.5523951617815195,4.127663598611951,2.73371610216491,4.914076481483727,1.4370184188941808,1.0185821541420879,3.983330096050459,1.0253390126149966,1.0384599397362804,3.061460892133278,1.3338514687370437,2.9254541200987787,5.544792365543511,0.8804378069018033,1.2947869572677126,1.1729160931991536,2.884324919008615,2.078136384263143,2.9575310986847496,4.4538202549641035,1.5584949468150329,0.42821891169049636,5.5040933181057365,1.1056437873119982,2.0092734469113727,3.686804924734962
WA,1.3441935384806913,0.6768763489714504,2.820973334576085,5.948127404516379,6.930026824631995,2.651508173635488,6.1463585761728305,5.166441138816532,4.719719272942658,6.091477452994442,5.1675578194138865,2.012378100596475,2.582320515623018,5.290667958095663,3.043810550521653,3.2670364105100256,5.273575629166864,5.785816205541344,4.741379883865691,3.356635933076765,2.7353310896835703,4.123498102001053,2.4146221918257083,2.543995536194038,5.46356798486091,5.3342932968595465,5.51402818360375,4.948435280862461,5.976466455114607,1.2668849829301538,4.02793938433407,4.306444793259569,3.467693465251415,3.404119645674534,4.453326997777543,4.780642903327606,5.586462210223605,5.263258720418341,5.5911562468027185,4.44344628039926,3.318255498981259,4.541440666599542,3.5478921022786007,1.8128625758488073,3.265093581924211,2.232567739743506,5.513763828137418,5.399341132390783,2.8799990541770084,5.4174615795698475,5.162770239963743,2.9083087586109237,4.598628862248971,3.586220508151316,0.7282890796457914,5.356998114714157,5.572967546575192,5.455318047381025,3.0548039124888096,4.294916836745789,4.344707260343951,1.878702613554207,5.2603417806522925,5.5040933181057365,0.42821891169049636,4.844576056397788,3.9318599187552055,2.4422797538372714
